PCA_0,PCA_1,AE_s0_0,AE_s0_1,AE_s1_0,AE_s1_1,label
5.324997,-1.6732742,9.052072,4.5605497,6.136051,0.69931614,B cells
0.8352713,11.063367,-2.478307,6.762923,-1.6908169,8.511791,CD8 T cells
-0.66356134,3.644807,-0.37835395,1.4395596,1.9287618,5.450954,CD4 T cells
5.087757,-0.08512109,9.268185,4.7784247,5.780667,1.3367221,B cells
14.104796,7.608137,12.588059,10.509692,13.723356,8.506007,CD14+ Monocytes
0.9118387,7.676791,-1.4384562,3.9861512,-0.6531746,6.4282684,CD4 T cells
5.1393347,-2.1512096,9.409826,4.32331,6.2258577,-0.64966345,B cells
2.2187157,7.163081,-1.897545,3.8656063,2.5661774,6.036648,CD4 T cells
0.9005568,5.5540996,-1.0273395,3.3560884,0.5690957,4.239272,CD4 T cells
-0.5094463,2.987358,-2.8185751,2.6969047,-1.3210642,3.1966922,CD4 T cells
13.401055,9.508214,11.704698,10.849661,12.534291,9.515292,CD14+ Monocytes
12.491135,8.183517,13.250458,9.420341,13.488314,9.753788,CD14+ Monocytes
12.532943,8.333076,12.851192,9.5468235,13.455812,10.062714,CD14+ Monocytes
13.004814,8.131821,12.704132,10.43962,12.668574,7.9625144,CD14+ Monocytes
-0.1028584,7.1572847,-1.6522294,3.1007628,-0.60094476,5.348839,CD4 T cells
5.1525464,-1.890817,10.885833,2.9000697,6.245247,0.3199576,B cells
2.815104,6.5660253,-1.705569,1.0249671,0.8275089,3.8711708,CD4 T cells
14.218219,7.550056,12.333514,12.262552,13.46008,7.2507954,CD14+ Monocytes
13.662479,9.928767,12.477822,9.3826065,14.303171,9.770143,CD14+ Monocytes
11.427645,9.413209,10.187564,11.1587,12.045608,8.738514,CD14+ Monocytes
-0.7460948,11.481964,-0.8097337,6.6435304,-0.11472339,8.265077,CD8 T cells
0.076828375,8.625628,-1.4092993,5.411106,0.036968976,7.43027,CD4 T cells
-1.8993502,6.4201303,-0.04322323,1.9778707,0.08435991,5.9542265,CD4 T cells
11.868138,12.678245,8.459562,11.099561,10.161297,10.423657,FCGR3A+ Monocytes
0.28799266,7.778075,-0.3009513,3.9072297,0.06502925,3.356276,CD4 T cells
0.3350497,6.3060875,-0.98429745,3.1671748,-1.4539881,4.756987,CD4 T cells
11.813233,11.229137,12.138022,11.441901,12.297888,10.741136,CD14+ Monocytes
2.39848,6.7855754,-0.6418039,0.864734,-0.77182245,5.5454783,CD8 T cells
0.5388254,10.414265,-1.9579611,6.673157,-1.9789978,8.098397,CD8 T cells
-0.3790004,15.852478,-2.4692163,10.932761,-1.0369911,12.340084,NK cells
0.7302829,9.504895,0.34384704,3.513467,-0.99993414,6.813606,CD8 T cells
0.20776223,5.7881904,-0.9531381,2.1687393,0.3606129,4.1424975,CD4 T cells
-0.17928076,11.307615,-2.1045282,7.9607677,-0.96825206,9.045335,CD8 T cells
3.5720453,-1.951488,11.22227,3.3385925,6.1321187,0.20742539,B cells
5.4325933,-0.51358366,10.433663,4.063189,5.8585396,1.3431137,B cells
4.173899,0.37120748,10.359845,4.0011015,5.984787,0.03588692,B cells
1.1574062,16.160875,-3.5474403,10.721707,-2.6565993,11.702469,NK cells
3.791811,-2.2847755,11.188495,4.416723,6.7775383,-0.53934664,B cells
12.335704,12.357501,9.962718,11.184059,10.30343,10.10495,FCGR3A+ Monocytes
1.730134,7.1700034,0.022484869,3.7833848,0.18596603,4.6963353,CD4 T cells
1.9423877,4.7033024,-0.6355904,1.9612128,2.4874601,4.209823,CD4 T cells
4.185599,-2.9483764,9.983293,3.4206936,6.530138,-1.3792945,B cells
-0.92593086,2.9646082,-2.729113,0.5946724,-0.9096688,4.3345327,CD4 T cells
-0.3495018,7.0099497,-0.7423453,1.7685958,1.4092157,6.5046644,CD4 T cells
0.46709922,14.831157,-2.2354245,10.397616,-0.70244014,11.521298,NK cells
-1.3264289,2.8342345,0.48864582,2.1251044,-0.5619898,4.5619683,CD4 T cells
0.7742432,3.7515888,-0.4109234,2.3788118,0.26702413,4.108442,CD4 T cells
1.3424306,6.1115103,-2.3606594,2.5909219,-1.7417241,3.8820372,CD4 T cells
-1.5877486,6.86414,-3.7419035,3.2042499,0.15195037,6.7274623,CD4 T cells
1.2845829,15.436098,-3.6505919,10.059725,-2.3367321,11.961749,NK cells
11.464633,9.325967,11.431492,10.182233,12.660654,7.9448347,CD14+ Monocytes
4.251392,-2.3997548,11.600093,5.0025153,6.7632055,-0.59030575,B cells
1.1701425,7.210217,-2.620091,4.761998,-0.14072353,6.2607408,CD4 T cells
4.180756,-1.1251235,10.666287,3.163641,6.549171,0.4763309,B cells
-0.92626554,5.0499716,0.16923957,3.3749015,1.4193457,6.37529,CD4 T cells
11.605489,10.05084,10.788636,10.202121,12.745323,8.690745,CD14+ Monocytes
4.602591,-1.7520826,10.33197,3.635551,6.6040387,-1.1115191,B cells
-0.68199986,6.8595533,-1.4656328,3.7452571,0.8901303,5.1188745,CD4 T cells
0.40085775,4.710537,-3.6143823,2.7872598,0.4849929,4.6950226,CD4 T cells
13.566613,8.66508,12.551653,9.727631,14.015641,8.859472,CD14+ Monocytes
12.285718,10.558069,11.908629,12.292183,11.51924,7.3293953,CD14+ Monocytes
12.084418,10.397406,11.421226,10.452061,12.011405,8.552076,CD14+ Monocytes
0.7297402,6.548781,0.54635,3.7724516,-1.4690206,3.6177778,CD4 T cells
4.0374804,0.14036216,11.121151,3.2401817,5.778732,0.1820909,B cells
0.67013085,3.3933423,-2.76675,1.7986879,-0.98257023,3.192517,CD4 T cells
-0.967172,5.4588013,-1.2154329,3.0750418,-0.15838642,6.260275,CD4 T cells
0.6553509,10.260575,-2.3489916,6.2666793,0.19146854,8.614955,CD8 T cells
4.0326686,-2.4375596,9.052092,4.076295,6.1934996,0.55289376,B cells
-1.7224737,7.275939,-2.2867575,3.5278318,-0.8068493,6.6841097,CD4 T cells
0.25669098,14.478076,-3.6954913,9.346109,-1.6243478,10.543758,NK cells
4.5312066,-2.7512293,9.589324,3.2181065,8.074997,0.08494927,B cells
0.75668454,15.707812,-2.5789626,10.864592,-0.8132275,12.463341,NK cells
-0.20418255,7.568528,-1.4111552,2.922733,2.636467,6.4367995,CD4 T cells
0.115082845,8.217226,-0.16040401,4.1364403,-1.3490574,6.4895997,CD4 T cells
-2.1246204,6.753614,-3.2492018,2.7928507,-1.5220664,4.72661,CD4 T cells
-0.103858136,6.580978,-0.6716772,4.0592813,-0.7559566,5.3073683,CD4 T cells
9.769232,7.929871,11.585984,8.549523,10.615537,7.131374,Dendritic cells
-1.411291,10.179897,-0.050690208,5.731499,-0.9286032,7.4455194,CD8 T cells
11.742897,9.373781,12.300261,10.947398,13.211771,8.629282,CD14+ Monocytes
1.4606655,5.982692,-0.34609887,2.5847325,0.06834031,3.7280793,CD4 T cells
-2.1912463,8.792491,-1.7262763,2.0295174,1.6021706,6.546411,CD4 T cells
13.2536745,7.470458,13.382605,10.519083,12.811704,6.9508753,CD14+ Monocytes
0.8413466,13.241057,-2.9269955,8.037205,-0.18825334,10.056265,CD8 T cells
13.589675,7.2090592,13.79872,10.930256,14.400235,9.845735,CD14+ Monocytes
-0.6710786,6.5531616,-2.8490343,2.1686409,1.4294707,3.9234772,CD4 T cells
-2.9244902,8.187382,-0.6303933,5.1626143,1.593371,6.614118,CD4 T cells
14.167375,9.694108,11.843106,10.440583,13.066483,8.254389,CD14+ Monocytes
-2.006493,7.7238207,-2.4324577,4.316627,-0.67607737,6.0909386,CD4 T cells
1.098523,9.053007,-1.5400158,3.4356632,-0.9970045,5.783492,CD4 T cells
0.094081685,13.604286,-2.8582036,8.746294,-1.2264619,10.882385,NK cells
1.8605586,13.402406,-3.5286121,8.586136,-1.7585615,10.319808,CD8 T cells
-2.2629323,7.7404466,0.13022088,4.3515472,-1.6916208,3.4901965,CD4 T cells
13.378612,7.228182,13.242701,10.293925,12.440097,7.774432,CD14+ Monocytes
12.435807,12.173776,9.937554,11.85379,10.174679,10.339053,FCGR3A+ Monocytes
2.3784094,4.4929914,-3.2762809,1.4204037,-0.065477945,3.576967,CD4 T cells
-2.4686615,8.424893,-2.0757082,3.9066837,2.435468,6.5331182,CD4 T cells
0.5384049,2.6625981,-0.41969743,0.6566773,0.722068,5.3309255,CD4 T cells
-2.2180667,8.033865,-1.557621,3.3900049,-0.5005506,5.15785,CD4 T cells
8.977342,12.577022,7.3022604,9.047763,13.170535,12.8361435,Megakaryocytes
13.91742,9.210798,11.76897,11.755208,13.173106,9.404574,CD14+ Monocytes
0.6367868,14.60718,-3.5008187,8.898056,-0.9547784,11.00073,NK cells
-1.506569,9.161322,-1.1831715,3.1508431,-0.06869756,7.7107725,CD8 T cells
14.146942,9.228122,12.953124,10.005254,13.375357,8.079686,CD14+ Monocytes
11.381127,12.846392,9.415879,11.306676,11.4500265,10.888492,FCGR3A+ Monocytes
12.248392,7.5364428,11.093966,9.618072,12.523252,7.671434,CD14+ Monocytes
1.225661,5.6366606,-3.1461766,4.5412846,1.3777068,5.5334263,CD4 T cells
-0.105799615,9.624369,-1.2618294,3.829534,0.9236235,8.459883,CD4 T cells
1.4529026,6.625271,-3.0789921,3.3710215,2.107494,5.2243996,CD4 T cells
1.4178543,4.068413,-4.2869554,2.2549367,1.1366369,3.6106377,CD4 T cells
0.82966405,5.6355276,-2.5312824,2.5893915,-0.35241958,4.122691,CD4 T cells
-2.9617012,7.6577945,-0.6111032,3.0713868,0.7500495,6.7108026,CD4 T cells
0.28516874,5.019284,1.0518773,2.1476197,1.8688803,4.3340473,CD4 T cells
0.6462512,2.9181063,0.22917895,0.75345963,2.0413651,3.852972,CD4 T cells
11.54542,12.41959,9.1701565,11.57079,10.879931,10.176949,FCGR3A+ Monocytes
13.268333,10.881501,11.435865,11.968803,12.185432,6.854946,CD14+ Monocytes
0.48729354,6.3720317,-0.71627814,3.73226,1.5717517,7.0750294,CD4 T cells
12.162645,14.435483,8.386669,11.139346,10.435719,11.294232,FCGR3A+ Monocytes
4.0369773,-1.4239682,9.857176,5.050389,6.545304,-0.36861265,B cells
3.2079237,-2.029696,10.619055,4.7821426,5.3644753,1.0327867,B cells
4.4659915,-0.24967095,9.713111,4.953383,5.936881,0.46362796,B cells
9.641794,7.9167066,11.40461,8.453939,10.905471,7.509745,Dendritic cells
0.87981826,5.3937483,-1.8426427,3.702067,-0.13641693,3.2091591,CD4 T cells
-0.53702086,6.9737144,-2.3028364,3.9322474,2.1303709,3.7700968,CD4 T cells
11.076329,14.13559,9.204235,12.747678,11.012017,11.473406,FCGR3A+ Monocytes
-2.571954,7.8109994,-3.2469177,2.642015,2.4950488,7.28151,CD4 T cells
-2.6416001,5.944883,-0.30355626,2.3154058,-1.3588288,3.366807,CD4 T cells
-1.3380356,7.8942184,-3.2217224,5.133436,2.939552,6.6089787,CD4 T cells
0.4360042,13.066822,-1.568129,8.600425,-0.49200755,10.344862,NK cells
12.035851,13.560252,9.3643055,10.793632,11.303483,10.375829,FCGR3A+ Monocytes
-1.1468818,8.389188,-0.15014029,3.606895,-1.851283,5.6422825,CD4 T cells
12.480488,12.353547,10.872778,12.063336,11.164443,10.861907,FCGR3A+ Monocytes
0.7148716,5.134759,-3.037114,1.8877925,0.8782723,3.5255656,CD4 T cells
13.058808,7.406571,12.911833,11.257671,13.456147,9.751372,CD14+ Monocytes
-2.1581936,7.8339276,-3.0601075,4.5749774,1.3112113,5.4119415,CD4 T cells
5.1462965,-1.3154001,9.9750185,4.728409,5.108486,-0.84370846,B cells
1.2721605,13.91655,-2.9928126,8.40946,-2.5078835,10.341712,NK cells
1.5270594,8.0408945,-0.8696649,3.8672156,2.5974476,6.180983,CD4 T cells
12.365114,7.6658,12.037438,9.770707,14.011399,9.191221,CD14+ Monocytes
0.2310359,3.7185025,-1.6117238,0.7134508,2.0798032,3.4757066,CD4 T cells
1.5731584,7.252513,-2.1582127,3.1877291,2.6121979,4.8059564,CD4 T cells
12.084245,8.19735,12.8269825,12.350391,13.623917,8.514551,CD14+ Monocytes
-0.3100293,4.575887,-1.1810281,1.3725393,1.4903288,2.6299043,CD4 T cells
-1.6422352,3.9963331,0.9731989,1.5384556,-1.174147,4.3928857,CD4 T cells
12.060835,8.045258,12.727937,10.112737,12.504476,8.1392765,CD14+ Monocytes
13.291753,8.1361065,13.374928,11.68733,12.957365,8.266413,CD14+ Monocytes
-0.21909082,4.478371,-3.516925,4.052708,0.44953936,4.058084,CD4 T cells
-2.245627,6.832603,-2.6776774,3.805426,0.2850278,5.7892747,CD4 T cells
11.899838,12.268846,9.308777,11.074272,11.742841,10.390109,FCGR3A+ Monocytes
12.640592,9.22078,11.207556,10.844082,11.538349,8.452018,CD14+ Monocytes
1.6222291,13.087182,-2.5386074,8.437243,-2.2876732,10.256228,CD8 T cells
13.159741,11.170511,10.365773,11.871238,12.803146,7.3577776,CD14+ Monocytes
-1.7910885,9.783171,-1.2958068,6.0657816,-1.6641084,7.424101,CD4 T cells
11.2843275,9.166441,11.317556,8.824491,12.19334,9.831814,CD14+ Monocytes
0.83025783,3.3265204,-0.90558964,0.68226427,-0.8469899,2.9188628,CD4 T cells
5.913095,-2.0189106,9.565116,4.455882,6.3591394,1.3206595,B cells
5.5742016,-2.4052582,11.1435375,4.588229,6.9011426,-0.31126955,B cells
11.207087,14.285519,9.700715,10.849181,11.308444,11.181666,FCGR3A+ Monocytes
1.4573894,13.467833,-3.125423,8.327232,-1.8127563,10.261113,CD8 T cells
-1.0776782,2.9504068,0.31865728,2.9490452,0.99536246,2.8983319,CD4 T cells
-0.8619408,10.31568,-1.5218956,5.9418225,1.4195539,8.492382,CD8 T cells
-0.63524204,7.9847856,-1.6140504,3.4811394,0.0542614,4.418554,CD4 T cells
4.638258,-0.6962312,11.522422,4.636432,5.7304435,0.17019127,B cells
-0.45359728,15.578252,-2.5143628,9.709297,-2.48482,11.944416,NK cells
3.3522875,-2.0159566,10.975833,3.1509717,8.021272,-0.46928015,B cells
13.79025,9.521021,12.027086,11.65176,14.141059,9.706502,CD14+ Monocytes
11.949946,9.300299,12.101429,12.364099,14.17263,8.624261,CD14+ Monocytes
12.23041,7.418627,13.334966,10.966414,12.729698,7.9101615,CD14+ Monocytes
-2.1487494,6.3181734,-2.1168175,3.021447,1.3530324,5.4310474,CD4 T cells
1.4096291,13.728533,-2.8873906,8.954786,-0.769999,11.139367,NK cells
-1.86687,5.661843,-1.2844148,4.380862,3.067487,4.945388,CD4 T cells
-0.5457191,5.797859,-0.157915,2.6471405,0.18928505,5.9302278,CD4 T cells
-0.88275534,7.7385454,-2.2329023,3.0956075,0.57885396,6.159943,CD4 T cells
0.37314424,13.9391775,-3.3596318,9.577398,-1.4559667,11.450252,NK cells
1.4165682,13.067553,-3.5971406,9.0529,-1.9752562,9.669746,CD8 T cells
-0.29190582,6.011044,-2.6553755,1.4625735,-0.008105743,4.8610563,CD4 T cells
2.3085496,4.4319773,-2.298432,0.36126545,-1.3723661,3.860436,CD4 T cells
12.25435,9.486865,11.329432,10.692201,11.245855,8.607281,CD14+ Monocytes
11.798491,10.700303,10.552565,11.641582,12.249141,10.452574,CD14+ Monocytes
0.2258309,3.8576534,-2.6429489,1.3959713,-0.9548242,2.66119,CD4 T cells
-0.2441836,9.475852,-0.5782529,5.5304337,-1.9122375,8.367513,CD4 T cells
-1.0128931,10.090984,-2.7614071,5.0489187,-2.126252,5.4273763,CD8 T cells
0.0021699066,7.086346,-4.2366924,3.9403048,2.8081205,6.2612853,CD4 T cells
0.10334113,4.829297,-0.43774772,1.3543046,0.18524575,4.7537026,CD4 T cells
3.4505377,-0.35193038,10.063545,5.6358557,0.9430743,7.242694,CD4 T cells
-2.9788504,6.379885,-1.8513452,4.991138,0.41827926,7.2978897,CD4 T cells
-1.678731,3.9435573,-3.1747074,3.773944,0.94892883,5.6210394,CD4 T cells
14.233116,9.048713,11.650313,9.676087,13.20011,7.044974,CD14+ Monocytes
-1.6206887,10.374294,-1.4844675,6.063806,0.3269601,7.680928,CD4 T cells
12.676133,13.428915,10.22274,11.791477,11.233395,10.649944,FCGR3A+ Monocytes
-1.3078194,6.7843337,-0.22494075,0.9667481,1.3659872,5.6955066,CD4 T cells
13.318522,9.236858,13.38745,11.345595,11.588872,8.999437,CD14+ Monocytes
1.2685581,11.417957,-2.1262746,7.298818,0.39199132,9.401557,CD8 T cells
-1.9042646,6.5755544,-0.38789284,3.46676,1.80119,5.0945377,CD4 T cells
0.41213277,2.5538914,0.012338964,0.8507435,1.5913873,4.505726,CD4 T cells
-1.7099075,6.3808923,-3.5757499,3.5856664,2.6595647,5.271169,CD4 T cells
-0.7147273,13.23497,-2.2045152,9.639594,-1.2705427,10.545216,NK cells
1.5813684,9.7968,-3.6692352,5.6379137,2.6813,5.1755085,CD4 T cells
-1.9437618,8.980598,-2.2286396,4.830707,0.016247606,6.984032,CD4 T cells
1.2059501,12.724054,-3.2386599,7.591599,-0.1851094,9.875674,CD8 T cells
-0.758254,3.664852,-0.081835955,0.93590176,-0.08280683,2.8514051,CD4 T cells
-1.759525,10.235364,-2.6274724,7.2200737,-0.3386475,9.086399,CD8 T cells
0.8016048,12.559183,-2.5118926,7.4014306,-1.7768977,8.51377,CD8 T cells
0.60191905,12.714428,-2.9708028,7.478411,-1.1780608,9.049153,CD8 T cells
4.059841,-0.8510164,11.606012,4.541859,5.830166,1.1254376,B cells
-1.4143064,4.899861,-2.5299606,3.939414,-0.38436207,3.871145,CD4 T cells
1.6951957,12.7598095,-1.9685763,8.061915,-1.1339512,10.04637,CD8 T cells
-1.8967777,8.321041,-3.8277965,4.225915,2.4827852,5.400292,CD8 T cells
1.0720482,11.406928,-2.5406377,6.803917,-1.1476066,9.168712,CD8 T cells
4.6856675,-1.9789662,11.388354,3.6235805,7.2280865,0.20889652,B cells
0.56256866,6.472674,-1.8709083,4.294394,-1.7171965,4.6697245,CD4 T cells
3.662502,-1.9878718,10.732252,2.6633823,6.4946313,0.4911452,B cells
5.657866,-1.0853003,11.947636,4.555135,7.5102606,-0.027744355,B cells
0.6338421,7.0022335,-3.601773,4.5739326,2.0530224,5.565766,CD4 T cells
4.9360824,-2.5775213,9.245123,3.4819355,6.1904097,-0.590635,B cells
-1.52634,4.341862,-3.039963,3.0856636,-0.020972472,4.655346,CD4 T cells
-0.19216217,4.91392,-0.74533033,3.620995,1.0022041,4.5189967,CD4 T cells
-2.2114859,6.822652,-0.52107227,2.1735392,-0.0610164,3.5147705,CD4 T cells
1.018906,12.922091,-2.5467782,7.8078413,0.022967817,9.374059,CD8 T cells
0.17301992,13.117482,-2.676645,8.903465,-1.9740844,9.257243,CD8 T cells
2.5765173,6.51349,-2.8242197,2.7761421,0.76173586,3.4443932,CD4 T cells
3.6459656,-1.5546452,9.990991,5.173932,7.876425,0.41952813,B cells
0.4966417,6.404677,-1.6502088,0.9137229,1.8846807,5.6135693,CD4 T cells
5.41377,-0.91011935,11.426411,4.019889,6.0218306,0.18197046,B cells
5.2291236,-3.1742175,11.540289,4.961134,6.750354,-1.3023671,B cells
1.5276334,12.33749,-2.6086187,7.1702952,-1.6019202,8.551815,CD8 T cells
11.956984,7.98534,13.153682,10.965479,12.548476,8.558201,CD14+ Monocytes
0.22969729,7.0687633,-1.990006,2.0189137,1.3208598,5.63754,CD4 T cells
12.38161,12.760917,9.85541,11.320667,10.588428,10.911437,FCGR3A+ Monocytes
-1.6844354,6.5666304,0.12368804,3.7082696,1.9017946,3.5122344,CD4 T cells
-2.584162,6.0858407,-0.41340238,4.7297926,1.7257998,3.8112144,CD4 T cells
5.396456,-2.772564,11.178341,5.4010925,6.3902326,-0.22822616,B cells
1.1074477,12.083822,-3.185329,6.45014,0.20991054,9.283688,CD8 T cells
1.0364261,9.980138,-2.384213,5.519079,-0.39850014,6.2503605,CD8 T cells
0.732603,3.8463285,-0.541662,0.44858402,2.23254,4.083407,CD4 T cells
0.4978016,5.630243,-1.8731291,4.543546,2.6586185,5.0885324,CD4 T cells
-1.1316171,5.6876674,-0.5459681,2.8643413,2.279406,5.881615,CD4 T cells
11.014592,12.656959,11.335373,11.089875,11.500453,9.407993,FCGR3A+ Monocytes
-1.3053106,3.5021086,-0.6406968,2.349359,0.122355305,4.8036346,CD4 T cells
-0.25883776,4.8700614,-2.3671746,3.639471,1.3739051,4.6152835,CD4 T cells
-1.6139556,5.879631,-2.059313,4.3771453,1.8918384,5.751207,CD4 T cells
4.867723,-2.4269512,9.788856,3.2872205,6.635789,1.3757919,B cells
-1.0056325,9.676201,-3.9913034,4.37299,0.42336744,8.234418,CD4 T cells
-1.6431137,6.8913894,-4.0438366,2.7915137,-2.2957253,5.0840106,CD4 T cells
1.3691891,14.997601,-3.516383,10.491644,-1.6791323,10.742546,NK cells
-0.9248856,6.2988105,-1.6524279,1.8797132,1.6620686,6.0863824,CD4 T cells
0.28436118,15.455172,-2.1302354,10.456649,-0.79214394,11.717774,NK cells
0.13065635,6.911937,-1.0161381,3.7109659,0.33618924,5.384812,CD4 T cells
12.898777,8.160736,13.114129,12.143857,13.429025,8.125133,CD14+ Monocytes
1.4590187,8.18306,-0.9331309,4.7192154,1.7338358,2.8345666,CD4 T cells
13.155861,8.800339,12.77783,9.682688,13.108022,10.054892,CD14+ Monocytes
-2.4132376,6.9620233,0.03987043,3.484182,2.1621819,6.6435246,CD4 T cells
0.5762076,6.541174,-3.8949764,2.8953447,2.6427655,3.3541336,CD4 T cells
12.209963,9.547663,11.496965,9.23736,12.409067,9.32334,CD14+ Monocytes
13.790614,8.062398,11.8252945,10.112049,13.337614,8.28096,CD14+ Monocytes
-1.4743221,10.864171,-2.6009803,6.0361915,-0.4823128,7.635627,CD8 T cells
0.0033821473,8.881489,-3.0576856,3.742547,-1.6858044,6.7589583,CD4 T cells
12.90451,8.662161,11.674671,12.246928,11.493084,8.895362,CD14+ Monocytes
-1.3773215,4.27841,-2.923213,4.785522,-1.0366153,3.602553,CD4 T cells
0.4757307,4.772099,-1.8877326,0.27501094,1.3694493,3.2974486,CD4 T cells
0.6933014,14.479506,-2.439035,10.5249,-0.8250796,11.196352,NK cells
-1.2834637,4.097233,1.1356921,2.8335814,1.8641168,4.7707825,CD4 T cells
-1.7354174,4.98155,-4.083514,3.127452,0.29725477,5.5273805,CD4 T cells
11.825971,8.632487,12.313724,12.235442,11.595529,8.963086,CD14+ Monocytes
-0.46909356,8.516025,-1.0928987,3.9643066,2.4430017,7.196759,CD4 T cells
1.1994421,12.207164,-2.7329814,7.6239066,-0.7692281,10.512217,CD8 T cells
13.576266,9.631504,11.48984,10.365144,13.172013,8.006483,CD14+ Monocytes
1.3619926,15.880711,-2.9441504,10.009223,-1.9743377,12.323901,NK cells
-0.61759275,10.843817,-3.2759569,6.379394,-0.2709432,7.545594,CD8 T cells
14.810211,8.790215,12.91274,11.073634,13.438121,10.10226,CD14+ Monocytes
-2.6115084,5.92013,-1.4255584,2.6165793,-1.5267482,5.084044,CD4 T cells
-2.257453,4.5651765,-0.42140067,2.0971172,0.07119356,2.9290516,CD4 T cells
-1.7637064,7.840602,-0.49090132,5.3809686,-1.4508475,5.934143,CD4 T cells
11.853064,12.136463,10.055997,11.768916,10.743818,10.493182,CD14+ Monocytes
4.979099,-2.3953962,9.159148,4.4443727,7.0585685,-0.69465005,B cells
4.513061,-1.8796918,11.449276,4.0622907,7.040955,-0.09350919,B cells
0.18699442,4.5784154,-0.68588597,0.25180852,0.08917958,3.722109,CD4 T cells
-1.385258,7.8017364,0.3433722,2.554942,0.12812722,2.4652445,CD4 T cells
11.952968,11.144126,10.300988,11.60035,12.294959,9.847124,CD14+ Monocytes
2.1832001,6.230521,-1.4894748,1.8152392,0.94065046,6.954062,CD4 T cells
-1.7081782,8.574535,-3.4193456,5.779226,1.4995967,7.5011835,CD4 T cells
2.9334474,-1.9982203,10.642812,3.3377633,5.958447,-0.27353364,B cells
3.6263142,-2.7518039,10.002895,2.8747704,6.4677887,-1.0550852,B cells
1.7243208,13.318164,-3.6085367,8.226186,-2.1775885,9.911871,CD8 T cells
-2.5242832,4.952984,-0.26779896,3.8559067,1.3475853,3.9218822,CD4 T cells
4.4394503,-2.2956212,11.296415,5.2753944,6.490874,-1.1496261,B cells
2.608527,4.612792,-3.117336,1.7742879,6.667841,0.86250687,CD4 T cells
0.14286916,4.880365,-3.446427,2.0965989,2.1055505,5.921315,CD4 T cells
4.2321305,-2.0181968,11.520603,3.3220778,7.085845,-0.4494334,B cells
-2.747638,8.207166,-0.33224553,3.186701,1.5875121,6.005786,CD4 T cells
12.559226,11.045748,11.057708,10.084949,11.991333,8.354078,CD14+ Monocytes
0.0813729,5.4235544,-2.1455915,0.9534057,0.06887064,4.52086,CD4 T cells
-0.042771593,14.703145,-2.7698274,9.813781,-1.0716491,11.042364,NK cells
0.6120236,3.7919455,-3.0741882,2.2462068,2.0717509,5.326069,CD4 T cells
13.216261,6.9319954,13.639142,10.571182,13.350319,7.1752844,CD14+ Monocytes
0.45288014,4.0849066,0.7055238,2.6751227,0.5551646,3.892,CD4 T cells
-0.68113184,5.8479767,-2.3482952,2.500054,1.6811141,6.155584,CD4 T cells
1.8485296,4.232675,-1.0237973,1.2585418,-0.46287844,3.5848787,CD4 T cells
1.9778163,5.954811,-2.088423,1.0740929,-0.060423527,4.344908,CD4 T cells
13.099953,10.7699175,11.41154,11.31699,11.6656275,8.822953,CD14+ Monocytes
1.6607653,4.7498226,-1.7605635,3.9899404,2.4595184,5.2494903,CD4 T cells
1.2529256,3.3085566,0.27998164,4.0415487,-0.5992638,2.5210783,CD4 T cells
-1.9869716,4.8552957,-0.3227619,2.1602702,0.6540398,5.228828,CD4 T cells
9.9614935,8.143152,10.92192,9.096828,10.854587,7.6100545,Dendritic cells
4.915188,-2.7712157,10.652957,4.0250034,5.8435974,-0.86100405,B cells
-1.927079,4.490933,-1.0647906,3.6611686,1.9319735,6.802954,CD4 T cells
-0.41804466,3.4451137,-1.0807041,2.5017436,0.89399,4.4078445,CD4 T cells
-0.24169,15.745323,-2.394418,10.403094,-1.1635551,12.257855,NK cells
1.4940922,15.326781,-3.8715582,9.5129175,-2.4994543,11.281857,NK cells
11.356589,13.999991,8.841096,11.393692,10.770092,11.560039,FCGR3A+ Monocytes
12.644237,10.994686,11.204602,11.547373,11.043302,9.780015,CD14+ Monocytes
14.004285,7.564372,12.77472,11.744564,14.52629,9.489323,CD14+ Monocytes
12.474425,11.170877,10.561344,10.449511,11.777877,9.716832,CD14+ Monocytes
4.028443,-2.1317487,10.692458,5.681167,7.893132,-0.15674728,B cells
-0.22278507,5.7239647,0.98592,2.4526145,-0.8294568,5.265033,CD4 T cells
-0.9327529,6.6998425,-1.0920637,3.575519,2.0440931,3.622784,CD4 T cells
4.299511,-0.98419416,9.649885,4.0545235,5.7855496,-0.35144758,B cells
-0.37839133,4.6519456,-0.84184676,1.7840247,2.8071213,4.013131,CD4 T cells
-0.62356246,6.8999944,0.39557543,2.2487795,0.08830487,4.8947325,CD4 T cells
5.092279,-2.4866931,9.345587,3.7703497,7.865253,-0.92189443,B cells
12.77691,12.576079,10.233714,12.287248,11.607818,8.01547,CD14+ Monocytes
5.7180347,-1.0612395,10.506156,3.4505699,4.992329,-0.19095618,B cells
0.079412684,15.867306,-2.0283918,10.743219,-2.23539,12.032637,NK cells
2.2610562,6.9365654,-2.5923488,1.771702,0.9208544,3.7490935,CD4 T cells
-0.09750177,3.086217,-0.18988107,0.9517347,-0.6378676,2.7905092,CD4 T cells
-1.6131246,8.067015,-0.0923813,3.0944426,1.5165285,5.413231,CD4 T cells
11.171403,14.368429,8.933668,12.568266,10.984185,12.1409025,FCGR3A+ Monocytes
13.766941,9.11348,11.875752,11.166894,12.398575,6.9277406,CD14+ Monocytes
